Node name, sub deadline ratio, DSP, Shared mem, Const mem, data mem
multiply_1266, 0.32, 2, None, None, None, None
add_1399, 0.43, 2, None, None, None, None
read_u3_z_101_1x128, 0.36, None, None, 5, None, None
multiply_1267, 0.23, 2, None, None, None, None
add_1400, 0.25, 2, None, None, None, None
read_u3_z_102_1x128, 0.28, None, None, 5, None, None
multiply_1268, 0.38, 2, None, None, None, None
add_1401, 0.26, 2, None, None, None, None
read_u3_z_103_1x128, 0.26, None, None, 5, None, None
multiply_1269, 0.26, 2, None, None, None, None
add_1402, 0.37, 2, None, None, None, None
read_u3_z_104_1x128, 0.45, None, None, 5, None, None
multiply_1270, 0.37, 2, None, None, None, None
add_1403, 0.36, 2, None, None, None, None
read_u3_z_105_1x128, 0.35, None, None, 5, None, None
multiply_1271, 0.38, 2, None, None, None, None
add_1404, 0.21, 2, None, None, None, None
read_u3_z_106_1x128, 0.43, None, None, 5, None, None
multiply_1272, 0.23, 2, None, None, None, None
add_1405, 0.23, 2, None, None, None, None
read_u3_z_107_1x128, 0.16, None, None, 5, None, None
multiply_1273, 0.23, 2, None, None, None, None
add_1406, 0.24, 2, None, None, None, None
read_u3_z_108_1x128, 0.19, None, None, 5, None, None
multiply_1274, 0.48, 2, None, None, None, None
add_1407, 0.35, 2, None, None, None, None
read_u3_z_109_1x128, 0.12, None, None, 5, None, None
multiply_1275, 0.18, 2, None, None, None, None
add_1408, 0.21, 2, None, None, None, None
read_u3_z_110_1x128, 0.10, None, None, 5, None, None
multiply_1276, 0.11, 2, None, None, None, None
add_1409, 0.48, 2, None, None, None, None
read_u3_z_111_1x128, 0.13, None, None, 5, None, None
multiply_1277, 0.13, 2, None, None, None, None
add_1410, 0.14, 2, None, None, None, None
read_u3_z_112_1x128, 0.24, None, None, 5, None, None
multiply_1278, 0.36, 2, None, None, None, None
add_1411, 0.44, 2, None, None, None, None
read_u3_z_113_1x128, 0.20, None, None, 5, None, None
multiply_1279, 0.35, 2, None, None, None, None
add_1412, 0.49, 2, None, None, None, None
read_u3_z_114_1x128, 0.19, None, None, 5, None, None
multiply_1280, 0.37, 2, None, None, None, None
add_1413, 0.36, 2, None, None, None, None
read_u3_z_115_1x128, 0.17, None, None, 5, None, None
multiply_1281, 0.46, 2, None, None, None, None
add_1414, 0.39, 2, None, None, None, None
read_u3_z_116_1x128, 0.15, None, None, 5, None, None
multiply_1282, 0.17, 2, None, None, None, None
add_1415, 0.23, 2, None, None, None, None
read_u3_z_117_1x128, 0.19, None, None, 5, None, None
multiply_1283, 0.28, 2, None, None, None, None
add_1416, 0.42, 2, None, None, None, None
read_u3_z_118_1x128, 0.16, None, None, 5, None, None
multiply_1284, 0.10, 2, None, None, None, None
add_1417, 0.15, 2, None, None, None, None
read_u3_z_119_1x128, 0.25, None, None, 5, None, None
multiply_1285, 0.17, 2, None, None, None, None
add_1418, 0.30, 2, None, None, None, None
read_u3_z_120_1x128, 0.12, None, None, 5, None, None
multiply_1286, 0.47, 2, None, None, None, None
add_1419, 0.27, 2, None, None, None, None
read_u3_z_121_1x128, 0.42, None, None, 5, None, None
multiply_1287, 0.23, 2, None, None, None, None
add_1420, 0.44, 2, None, None, None, None
read_u3_z_122_1x128, 0.23, None, None, 5, None, None
multiply_1288, 0.35, 2, None, None, None, None
add_1421, 0.45, 2, None, None, None, None
read_u3_z_123_1x128, 0.15, None, None, 5, None, None
multiply_1289, 0.14, 2, None, None, None, None
add_1422, 0.30, 2, None, None, None, None
read_u3_z_124_1x128, 0.28, None, None, 5, None, None
multiply_1290, 0.36, 2, None, None, None, None
add_1423, 0.41, 2, None, None, None, None
read_u3_z_125_1x128, 0.16, None, None, 5, None, None
multiply_1291, 0.40, 2, None, None, None, None
add_1424, 0.46, 2, None, None, None, None
read_u3_z_126_1x128, 0.11, None, None, 5, None, None
multiply_1292, 0.46, 2, None, None, None, None
read_u3_z_127_1x128, 0.25, None, None, 5, None, None
multiply_1293, 0.14, 2, None, None, None, None
write_u3_z_sig_in, 0.27, None, None, None, 3, None
read_u3_r_0_1x128, 0.34, None, None, 5, None, None
multiply_1294, 0.26, 2, None, None, None, None
add_1426, 0.20, 2, None, None, None, None
read_b3_r, 0.18, None, None, 5, None, None
add_1552, 0.11, 2, None, None, None, None
read_u3_r_1_1x128, 0.18, None, None, 5, None, None
add_1427, 0.44, 2, None, None, None, None
read_u3_r_2_1x128, 0.48, None, None, 5, None, None
multiply_1295, 0.48, 2, None, None, None, None
add_1428, 0.33, 2, None, None, None, None
read_u3_r_3_1x128, 0.35, None, None, 5, None, None
multiply_1296, 0.40, 2, None, None, None, None
add_1429, 0.11, 2, None, None, None, None
read_u3_r_4_1x128, 0.38, None, None, 5, None, None
multiply_1297, 0.17, 2, None, None, None, None
add_1430, 0.16, 2, None, None, None, None
read_u3_r_5_1x128, 0.10, None, None, 5, None, None
multiply_1298, 0.24, 2, None, None, None, None
add_1431, 0.13, 2, None, None, None, None
read_u3_r_6_1x128, 0.40, None, None, 5, None, None
multiply_1299, 0.41, 2, None, None, None, None
add_1432, 0.41, 2, None, None, None, None
read_u3_r_7_1x128, 0.26, None, None, 5, None, None
multiply_1300, 0.35, 2, None, None, None, None
add_1433, 0.43, 2, None, None, None, None
read_u3_r_8_1x128, 0.47, None, None, 5, None, None
multiply_1301, 0.21, 2, None, None, None, None
add_1434, 0.45, 2, None, None, None, None
read_u3_r_9_1x128, 0.22, None, None, 5, None, None
multiply_1302, 0.44, 2, None, None, None, None
add_1435, 0.29, 2, None, None, None, None
read_u3_r_10_1x128, 0.37, None, None, 5, None, None
multiply_1303, 0.41, 2, None, None, None, None
add_1436, 0.33, 2, None, None, None, None
read_u3_r_11_1x128, 0.35, None, None, 5, None, None
multiply_1304, 0.20, 2, None, None, None, None
add_1437, 0.45, 2, None, None, None, None
read_u3_r_12_1x128, 0.34, None, None, 5, None, None
multiply_1305, 0.24, 2, None, None, None, None
add_1438, 0.20, 2, None, None, None, None
read_u3_r_13_1x128, 0.49, None, None, 5, None, None
multiply_1306, 0.33, 2, None, None, None, None
add_1439, 0.30, 2, None, None, None, None
read_u3_r_14_1x128, 0.46, None, None, 5, None, None
multiply_1307, 0.43, 2, None, None, None, None
add_1440, 0.35, 2, None, None, None, None
read_u3_r_15_1x128, 0.31, None, None, 5, None, None
multiply_1308, 0.32, 2, None, None, None, None
add_1441, 0.25, 2, None, None, None, None
read_u3_r_16_1x128, 0.38, None, None, 5, None, None
multiply_1309, 0.40, 2, None, None, None, None
add_1442, 0.12, 2, None, None, None, None
read_u3_r_17_1x128, 0.32, None, None, 5, None, None
multiply_1310, 0.46, 2, None, None, None, None
add_1443, 0.23, 2, None, None, None, None
read_u3_r_18_1x128, 0.11, None, None, 5, None, None
multiply_1311, 0.32, 2, None, None, None, None
add_1444, 0.43, 2, None, None, None, None
read_u3_r_19_1x128, 0.32, None, None, 5, None, None
multiply_1312, 0.39, 2, None, None, None, None
add_1445, 0.32, 2, None, None, None, None
read_u3_r_20_1x128, 0.43, None, None, 5, None, None
multiply_1313, 0.35, 2, None, None, None, None
add_1446, 0.14, 2, None, None, None, None
read_u3_r_21_1x128, 0.19, None, None, 5, None, None
multiply_1314, 0.36, 2, None, None, None, None
add_1447, 0.14, 2, None, None, None, None
read_u3_r_22_1x128, 0.27, None, None, 5, None, None
multiply_1315, 0.34, 2, None, None, None, None
add_1448, 0.23, 2, None, None, None, None
read_u3_r_23_1x128, 0.21, None, None, 5, None, None
multiply_1316, 0.30, 2, None, None, None, None
add_1449, 0.24, 2, None, None, None, None
read_u3_r_24_1x128, 0.25, None, None, 5, None, None
multiply_1317, 0.13, 2, None, None, None, None
add_1450, 0.33, 2, None, None, None, None
read_u3_r_25_1x128, 0.11, None, None, 5, None, None
multiply_1318, 0.21, 2, None, None, None, None
add_1451, 0.40, 2, None, None, None, None
read_u3_r_26_1x128, 0.48, None, None, 5, None, None
multiply_1319, 0.23, 2, None, None, None, None
add_1452, 0.26, 2, None, None, None, None
read_u3_r_27_1x128, 0.35, None, None, 5, None, None
multiply_1320, 0.16, 2, None, None, None, None
add_1453, 0.37, 2, None, None, None, None
read_u3_r_28_1x128, 0.46, None, None, 5, None, None
multiply_1321, 0.40, 2, None, None, None, None
add_1454, 0.24, 2, None, None, None, None
read_u3_r_29_1x128, 0.19, None, None, 5, None, None
multiply_1322, 0.24, 2, None, None, None, None
add_1455, 0.37, 2, None, None, None, None
read_u3_r_30_1x128, 0.43, None, None, 5, None, None
multiply_1323, 0.45, 2, None, None, None, None
add_1456, 0.24, 2, None, None, None, None
read_u3_r_31_1x128, 0.45, None, None, 5, None, None
multiply_1324, 0.40, 2, None, None, None, None
add_1457, 0.24, 2, None, None, None, None
read_u3_r_32_1x128, 0.17, None, None, 5, None, None
multiply_1325, 0.18, 2, None, None, None, None
add_1458, 0.36, 2, None, None, None, None
read_u3_r_33_1x128, 0.46, None, None, 5, None, None
multiply_1326, 0.42, 2, None, None, None, None
add_1459, 0.21, 2, None, None, None, None
read_u3_r_34_1x128, 0.24, None, None, 5, None, None
multiply_1327, 0.44, 2, None, None, None, None
add_1460, 0.19, 2, None, None, None, None
read_u3_r_35_1x128, 0.31, None, None, 5, None, None
multiply_1328, 0.38, 2, None, None, None, None
add_1461, 0.12, 2, None, None, None, None
read_u3_r_36_1x128, 0.16, None, None, 5, None, None
multiply_1329, 0.18, 2, None, None, None, None
add_1462, 0.22, 2, None, None, None, None
read_u3_r_37_1x128, 0.40, None, None, 5, None, None
multiply_1330, 0.42, 2, None, None, None, None
add_1463, 0.26, 2, None, None, None, None
read_u3_r_38_1x128, 0.47, None, None, 5, None, None
multiply_1331, 0.43, 2, None, None, None, None
add_1464, 0.31, 2, None, None, None, None
read_u3_r_39_1x128, 0.48, None, None, 5, None, None
multiply_1332, 0.15, 2, None, None, None, None
add_1465, 0.32, 2, None, None, None, None
read_u3_r_40_1x128, 0.14, None, None, 5, None, None
multiply_1333, 0.27, 2, None, None, None, None
add_1466, 0.24, 2, None, None, None, None
read_u3_r_41_1x128, 0.47, None, None, 5, None, None
multiply_1334, 0.18, 2, None, None, None, None
add_1467, 0.44, 2, None, None, None, None
read_u3_r_42_1x128, 0.48, None, None, 5, None, None
multiply_1335, 0.44, 2, None, None, None, None
add_1468, 0.16, 2, None, None, None, None
read_u3_r_43_1x128, 0.24, None, None, 5, None, None
multiply_1336, 0.38, 2, None, None, None, None
add_1469, 0.44, 2, None, None, None, None
read_u3_r_44_1x128, 0.47, None, None, 5, None, None
multiply_1337, 0.27, 2, None, None, None, None
add_1470, 0.25, 2, None, None, None, None
read_u3_r_45_1x128, 0.13, None, None, 5, None, None
multiply_1338, 0.25, 2, None, None, None, None
add_1471, 0.16, 2, None, None, None, None
read_u3_r_46_1x128, 0.15, None, None, 5, None, None
multiply_1339, 0.44, 2, None, None, None, None
add_1472, 0.22, 2, None, None, None, None
read_u3_r_47_1x128, 0.32, None, None, 5, None, None
multiply_1340, 0.43, 2, None, None, None, None
add_1473, 0.41, 2, None, None, None, None
read_u3_r_48_1x128, 0.43, None, None, 5, None, None
multiply_1341, 0.15, 2, None, None, None, None
add_1474, 0.47, 2, None, None, None, None
read_u3_r_49_1x128, 0.36, None, None, 5, None, None
multiply_1342, 0.42, 2, None, None, None, None
add_1475, 0.41, 2, None, None, None, None
read_u3_r_50_1x128, 0.40, None, None, 5, None, None
multiply_1343, 0.30, 2, None, None, None, None
add_1476, 0.21, 2, None, None, None, None
read_u3_r_51_1x128, 0.24, None, None, 5, None, None
multiply_1344, 0.29, 2, None, None, None, None
add_1477, 0.34, 2, None, None, None, None
read_u3_r_52_1x128, 0.42, None, None, 5, None, None
multiply_1345, 0.41, 2, None, None, None, None
add_1478, 0.36, 2, None, None, None, None
read_u3_r_53_1x128, 0.23, None, None, 5, None, None
multiply_1346, 0.11, 2, None, None, None, None
add_1479, 0.14, 2, None, None, None, None
read_u3_r_54_1x128, 0.28, None, None, 5, None, None
multiply_1347, 0.29, 2, None, None, None, None
add_1480, 0.37, 2, None, None, None, None
read_u3_r_55_1x128, 0.34, None, None, 5, None, None
multiply_1348, 0.24, 2, None, None, None, None
add_1481, 0.49, 2, None, None, None, None
read_u3_r_56_1x128, 0.22, None, None, 5, None, None
multiply_1349, 0.30, 2, None, None, None, None
add_1482, 0.49, 2, None, None, None, None
read_u3_r_57_1x128, 0.22, None, None, 5, None, None
multiply_1350, 0.36, 2, None, None, None, None
add_1483, 0.25, 2, None, None, None, None
read_u3_r_58_1x128, 0.44, None, None, 5, None, None
multiply_1351, 0.47, 2, None, None, None, None
add_1484, 0.20, 2, None, None, None, None
read_u3_r_59_1x128, 0.31, None, None, 5, None, None
multiply_1352, 0.17, 2, None, None, None, None
add_1485, 0.48, 2, None, None, None, None
read_u3_r_60_1x128, 0.43, None, None, 5, None, None
multiply_1353, 0.46, 2, None, None, None, None
add_1486, 0.45, 2, None, None, None, None
read_u3_r_61_1x128, 0.25, None, None, 5, None, None
multiply_1354, 0.45, 2, None, None, None, None
add_1487, 0.25, 2, None, None, None, None
read_u3_r_62_1x128, 0.40, None, None, 5, None, None
multiply_1355, 0.18, 2, None, None, None, None
add_1488, 0.26, 2, None, None, None, None
read_u3_r_63_1x128, 0.15, None, None, 5, None, None
multiply_1356, 0.14, 2, None, None, None, None
add_1489, 0.41, 2, None, None, None, None
read_u3_r_64_1x128, 0.42, None, None, 5, None, None
multiply_1357, 0.42, 2, None, None, None, None
add_1490, 0.32, 2, None, None, None, None
read_u3_r_65_1x128, 0.26, None, None, 5, None, None
multiply_1358, 0.14, 2, None, None, None, None
add_1491, 0.39, 2, None, None, None, None
read_u3_r_66_1x128, 0.21, None, None, 5, None, None
multiply_1359, 0.23, 2, None, None, None, None
add_1492, 0.48, 2, None, None, None, None
read_u3_r_67_1x128, 0.17, None, None, 5, None, None
multiply_1360, 0.12, 2, None, None, None, None
add_1493, 0.11, 2, None, None, None, None
read_u3_r_68_1x128, 0.17, None, None, 5, None, None
multiply_1361, 0.15, 2, None, None, None, None
add_1494, 0.29, 2, None, None, None, None
read_u3_r_69_1x128, 0.25, None, None, 5, None, None
multiply_1362, 0.25, 2, None, None, None, None
add_1495, 0.50, 2, None, None, None, None
read_u3_r_70_1x128, 0.21, None, None, 5, None, None
multiply_1363, 0.20, 2, None, None, None, None
add_1496, 0.28, 2, None, None, None, None
read_u3_r_71_1x128, 0.32, None, None, 5, None, None
multiply_1364, 0.27, 2, None, None, None, None
add_1497, 0.34, 2, None, None, None, None
read_u3_r_72_1x128, 0.41, None, None, 5, None, None
multiply_1365, 0.18, 2, None, None, None, None
add_1498, 0.34, 2, None, None, None, None
read_u3_r_73_1x128, 0.12, None, None, 5, None, None
multiply_1366, 0.27, 2, None, None, None, None
add_1499, 0.39, 2, None, None, None, None
read_u3_r_74_1x128, 0.27, None, None, 5, None, None
multiply_1367, 0.47, 2, None, None, None, None
add_1500, 0.19, 2, None, None, None, None
read_u3_r_75_1x128, 0.15, None, None, 5, None, None
multiply_1368, 0.38, 2, None, None, None, None
add_1501, 0.38, 2, None, None, None, None
read_u3_r_76_1x128, 0.13, None, None, 5, None, None
multiply_1369, 0.19, 2, None, None, None, None
add_1502, 0.14, 2, None, None, None, None
read_u3_r_77_1x128, 0.13, None, None, 5, None, None
multiply_1370, 0.37, 2, None, None, None, None
add_1503, 0.33, 2, None, None, None, None
read_u3_r_78_1x128, 0.49, None, None, 5, None, None
multiply_1371, 0.47, 2, None, None, None, None
add_1504, 0.48, 2, None, None, None, None
read_u3_r_79_1x128, 0.16, None, None, 5, None, None
multiply_1372, 0.42, 2, None, None, None, None
add_1505, 0.26, 2, None, None, None, None
read_u3_r_80_1x128, 0.25, None, None, 5, None, None
multiply_1373, 0.17, 2, None, None, None, None
add_1506, 0.44, 2, None, None, None, None
read_u3_r_81_1x128, 0.36, None, None, 5, None, None
multiply_1374, 0.43, 2, None, None, None, None
add_1507, 0.47, 2, None, None, None, None
read_u3_r_82_1x128, 0.23, None, None, 5, None, None
multiply_1375, 0.43, 2, None, None, None, None
add_1508, 0.21, 2, None, None, None, None
read_u3_r_83_1x128, 0.20, None, None, 5, None, None
multiply_1376, 0.27, 2, None, None, None, None
add_1509, 0.36, 2, None, None, None, None
read_u3_r_84_1x128, 0.30, None, None, 5, None, None
multiply_1377, 0.34, 2, None, None, None, None
add_1510, 0.33, 2, None, None, None, None
read_u3_r_85_1x128, 0.44, None, None, 5, None, None
multiply_1378, 0.11, 2, None, None, None, None
add_1511, 0.44, 2, None, None, None, None
read_u3_r_86_1x128, 0.35, None, None, 5, None, None
multiply_1379, 0.11, 2, None, None, None, None
add_1512, 0.45, 2, None, None, None, None
read_u3_r_87_1x128, 0.42, None, None, 5, None, None
multiply_1380, 0.23, 2, None, None, None, None
add_1513, 0.48, 2, None, None, None, None
read_u3_r_88_1x128, 0.48, None, None, 5, None, None
multiply_1381, 0.12, 2, None, None, None, None
add_1514, 0.11, 2, None, None, None, None
read_u3_r_89_1x128, 0.33, None, None, 5, None, None
multiply_1382, 0.27, 2, None, None, None, None
add_1515, 0.24, 2, None, None, None, None
read_u3_r_90_1x128, 0.39, None, None, 5, None, None
multiply_1383, 0.33, 2, None, None, None, None
add_1516, 0.44, 2, None, None, None, None
read_u3_r_91_1x128, 0.12, None, None, 5, None, None
multiply_1384, 0.28, 2, None, None, None, None
add_1517, 0.20, 2, None, None, None, None
read_u3_r_92_1x128, 0.19, None, None, 5, None, None
multiply_1385, 0.45, 2, None, None, None, None
add_1518, 0.30, 2, None, None, None, None
read_u3_r_93_1x128, 0.41, None, None, 5, None, None
multiply_1386, 0.34, 2, None, None, None, None
add_1519, 0.40, 2, None, None, None, None
read_u3_r_94_1x128, 0.36, None, None, 5, None, None
multiply_1387, 0.50, 2, None, None, None, None
add_1520, 0.10, 2, None, None, None, None
read_u3_r_95_1x128, 0.33, None, None, 5, None, None
multiply_1388, 0.17, 2, None, None, None, None
add_1521, 0.40, 2, None, None, None, None
read_u3_r_96_1x128, 0.38, None, None, 5, None, None
